section,convention,alloc,thr,seed,p_labor0,cut_mean,floor,top_wr,term_real_med_M,term_real_p5_M
1,lookahead,20:20,18,20260632,0.9985,2.493,,,,
1,lookahead,20:20,18,20260633,0.999,2.574,,,,
1,lookahead,20:20,18,20260634,1.0,2.541,,,,
1,lookahead,20:20,18,20260635,0.9995,2.4605,,,,
1,lookahead,20:20,18,20260636,0.999,2.532,,,,
1,lookahead,20:20,18,20260637,0.9995,2.475,,,,
1,lookahead,20:20,18,20260638,0.999,2.5275,,,,
1,lookahead,20:20,18,20260639,0.9985,2.546,,,,
1,lookahead,20:20,18,20260640,0.9985,2.5035,,,,
1,lookahead,20:20,18,20260641,0.999,2.5395,,,,
1,lookahead,20:20,18,20260642,0.9985,2.496,,,,
1,lookahead,20:20,18,20260643,0.999,2.533,,,,
1,lookahead,20:20,18,20260644,0.9975,2.5355,,,,
1,lookahead,20:20,18,20260645,0.9995,2.506,,,,
1,lookahead,20:20,18,20260646,0.9995,2.3995,,,,
1,lookahead,20:20,18,20260647,0.9975,2.5055,,,,
1,lookahead,20:20,18,20260648,1.0,2.481,,,,
1,lookahead,20:20,20,20260629,0.9995,2.4445,,,,
1,lookahead,20:20,20,20260630,0.9995,2.3555,,,,
1,lookahead,20:20,20,20260631,0.999,2.367,,,,
1,lookahead,20:20,20,20260632,0.9985,2.3885,,,,
1,lookahead,20:20,20,20260633,0.999,2.48,,,,
1,lookahead,20:20,20,20260634,1.0,2.448,,,,
1,lookahead,20:20,20,20260635,0.9995,2.374,,,,
1,lookahead,20:20,20,20260636,0.999,2.443,,,,
1,lookahead,20:20,20,20260637,0.9995,2.38,,,,
1,lookahead,20:20,20,20260638,0.999,2.4375,,,,
1,lookahead,20:20,20,20260639,0.9985,2.445,,,,
1,lookahead,20:20,20,20260640,0.9985,2.4185,,,,
1,lookahead,20:20,20,20260641,0.999,2.4485,,,,
1,lookahead,20:20,20,20260642,0.9985,2.408,,,,
1,lookahead,20:20,20,20260643,0.999,2.4285,,,,
1,lookahead,20:20,20,20260644,0.9975,2.4555,,,,
1,lookahead,20:20,20,20260645,0.9995,2.411,,,,
1,lookahead,20:20,20,20260646,0.9995,2.3105,,,,
1,lookahead,20:20,20,20260647,0.9975,2.4085,,,,
1,lookahead,20:20,20,20260648,1.0,2.3845,,,,
1,lookahead,20:20,22,20260629,0.9945,2.262,,,,
1,lookahead,20:20,22,20260630,0.997,2.143,,,,
1,lookahead,20:20,22,20260631,0.997,2.154,,,,
1,lookahead,20:20,22,20260632,0.996,2.1575,,,,
1,lookahead,20:20,22,20260633,0.9935,2.3395,,,,
1,lookahead,20:20,22,20260634,0.9955,2.285,,,,
1,lookahead,20:20,22,20260635,0.993,2.172,,,,
1,lookahead,20:20,22,20260636,0.9945,2.26,,,,
1,lookahead,20:20,22,20260637,0.9935,2.2085,,,,
1,lookahead,20:20,22,20260638,0.996,2.2445,,,,
1,lookahead,20:20,22,20260639,0.9965,2.242,,,,
1,lookahead,20:20,22,20260640,0.9955,2.227,,,,
1,lookahead,20:20,22,20260641,0.995,2.2385,,,,
1,lookahead,20:20,22,20260642,0.994,2.1775,,,,
1,lookahead,20:20,22,20260643,0.9935,2.2805,,,,
1,lookahead,20:20,22,20260644,0.9985,2.245,,,,
1,lookahead,20:20,22,20260645,0.997,2.2255,,,,
1,lookahead,20:20,22,20260646,0.9965,2.1055,,,,
1,lookahead,20:20,22,20260647,0.9925,2.207,,,,
1,lookahead,20:20,22,20260648,0.993,2.2335,,,,
1,lookahead,20:20,24,20260629,0.9945,2.262,,,,
1,lookahead,20:20,24,20260630,0.997,2.143,,,,
1,lookahead,20:20,24,20260631,0.997,2.154,,,,
1,lookahead,20:20,24,20260632,0.996,2.1575,,,,
1,lookahead,20:20,24,20260633,0.9935,2.3395,,,,
1,lookahead,20:20,24,20260634,0.9955,2.285,,,,
1,lookahead,20:20,24,20260635,0.993,2.172,,,,
1,lookahead,20:20,24,20260636,0.9945,2.26,,,,
1,lookahead,20:20,24,20260637,0.9935,2.2085,,,,
1,lookahead,20:20,24,20260638,0.996,2.2445,,,,
1,lookahead,20:20,24,20260639,0.9965,2.242,,,,
1,lookahead,20:20,24,20260640,0.9955,2.227,,,,
1,lookahead,20:20,24,20260641,0.995,2.2385,,,,
1,lookahead,20:20,24,20260642,0.994,2.1775,,,,
1,lookahead,20:20,24,20260643,0.9935,2.2805,,,,
1,lookahead,20:20,24,20260644,0.9985,2.245,,,,
1,lookahead,20:20,24,20260645,0.997,2.2255,,,,
1,lookahead,20:20,24,20260646,0.9965,2.1055,,,,
1,lookahead,20:20,24,20260647,0.9925,2.207,,,,
1,lookahead,20:20,24,20260648,0.993,2.2335,,,,
1,lookahead,20:20,26,20260629,0.9945,2.262,,,,
1,lookahead,20:20,26,20260630,0.997,2.143,,,,
1,lookahead,20:20,26,20260631,0.997,2.154,,,,
1,lookahead,20:20,26,20260632,0.996,2.1575,,,,
1,lookahead,20:20,26,20260633,0.9935,2.3395,,,,
1,lookahead,20:20,26,20260634,0.9955,2.285,,,,
1,lookahead,20:20,26,20260635,0.993,2.172,,,,
1,lookahead,20:20,26,20260636,0.9945,2.26,,,,
1,lookahead,20:20,26,20260637,0.9935,2.2085,,,,
1,lookahead,20:20,26,20260638,0.996,2.2445,,,,
1,lookahead,20:20,26,20260639,0.9965,2.242,,,,
1,lookahead,20:20,26,20260640,0.9955,2.227,,,,
1,lookahead,20:20,26,20260641,0.995,2.2385,,,,
1,lookahead,20:20,26,20260642,0.994,2.1775,,,,
1,lookahead,20:20,26,20260643,0.9935,2.2805,,,,
1,lookahead,20:20,26,20260644,0.9985,2.245,,,,
1,lookahead,20:20,26,20260645,0.997,2.2255,,,,
1,lookahead,20:20,26,20260646,0.9965,2.1055,,,,
1,lookahead,20:20,26,20260647,0.9925,2.207,,,,
1,lookahead,20:20,26,20260648,0.993,2.2335,,,,
1,lookahead,20:20,28,20260629,0.9945,2.262,,,,
1,lookahead,20:20,28,20260630,0.997,2.143,,,,
1,lookahead,20:20,28,20260631,0.997,2.154,,,,
1,lookahead,20:20,28,20260632,0.996,2.1575,,,,
1,lookahead,20:20,28,20260633,0.9935,2.3395,,,,
1,lookahead,20:20,28,20260634,0.9955,2.285,,,,
1,lookahead,20:20,28,20260635,0.993,2.172,,,,
1,lookahead,20:20,28,20260636,0.9945,2.26,,,,
1,lookahead,20:20,28,20260637,0.9935,2.2085,,,,
1,lookahead,20:20,28,20260638,0.996,2.2445,,,,
1,lookahead,20:20,28,20260639,0.9965,2.242,,,,
1,lookahead,20:20,28,20260640,0.9955,2.227,,,,
1,lookahead,20:20,28,20260641,0.995,2.2385,,,,
1,lookahead,20:20,28,20260642,0.994,2.1775,,,,
1,lookahead,20:20,28,20260643,0.9935,2.2805,,,,
1,lookahead,20:20,28,20260644,0.9985,2.245,,,,
1,lookahead,20:20,28,20260645,0.997,2.2255,,,,
1,lookahead,20:20,28,20260646,0.9965,2.1055,,,,
1,lookahead,20:20,28,20260647,0.9925,2.207,,,,
1,lookahead,20:20,28,20260648,0.993,2.2335,,,,
1,lookahead,20:20,30,20260629,0.9945,2.262,,,,
1,lookahead,20:20,30,20260630,0.997,2.143,,,,
1,lookahead,20:20,30,20260631,0.997,2.154,,,,
1,lookahead,20:20,30,20260632,0.996,2.1575,,,,
1,lookahead,20:20,30,20260633,0.9935,2.3395,,,,
1,lookahead,20:20,30,20260634,0.9955,2.285,,,,
1,lookahead,20:20,30,20260635,0.993,2.172,,,,
1,lookahead,20:20,30,20260636,0.9945,2.26,,,,
1,lookahead,20:20,30,20260637,0.9935,2.2085,,,,
1,lookahead,20:20,30,20260638,0.996,2.2445,,,,
1,lookahead,20:20,30,20260639,0.9965,2.242,,,,
1,lookahead,20:20,30,20260640,0.9955,2.227,,,,
1,lookahead,20:20,30,20260641,0.995,2.2385,,,,
1,lookahead,20:20,30,20260642,0.994,2.1775,,,,
1,lookahead,20:20,30,20260643,0.9935,2.2805,,,,
1,lookahead,20:20,30,20260644,0.9985,2.245,,,,
1,lookahead,20:20,30,20260645,0.997,2.2255,,,,
1,lookahead,20:20,30,20260646,0.9965,2.1055,,,,
1,lookahead,20:20,30,20260647,0.9925,2.207,,,,
1,lookahead,20:20,30,20260648,0.993,2.2335,,,,
1,lookahead,24:16,12,20260629,0.997,2.8195,,,,
1,lookahead,24:16,12,20260630,0.999,2.72,,,,
1,lookahead,24:16,12,20260631,0.9985,2.809,,,,
1,lookahead,24:16,12,20260632,0.9985,2.7375,,,,
1,lookahead,24:16,12,20260633,0.9985,2.959,,,,
1,lookahead,24:16,12,20260634,0.9995,2.8495,,,,
1,lookahead,24:16,12,20260635,0.9995,2.7545,,,,
1,lookahead,24:16,12,20260636,0.998,2.795,,,,
1,lookahead,24:16,12,20260637,0.9995,2.8515,,,,
1,lookahead,24:16,12,20260638,0.9985,2.8295,,,,
1,lookahead,24:16,12,20260639,0.9985,2.854,,,,
1,lookahead,24:16,12,20260640,0.998,2.8095,,,,
1,lookahead,24:16,12,20260641,0.9975,2.833,,,,
1,lookahead,24:16,12,20260642,0.997,2.7975,,,,
1,lookahead,24:16,12,20260643,0.999,2.8545,,,,
1,lookahead,24:16,12,20260644,0.9975,2.867,,,,
1,lookahead,24:16,12,20260645,0.9985,2.7775,,,,
1,lookahead,24:16,12,20260646,0.9995,2.7085,,,,
1,lookahead,24:16,12,20260647,0.9975,2.8205,,,,
1,lookahead,24:16,12,20260648,0.9995,2.7825,,,,
1,lookahead,24:16,14,20260629,0.997,2.5765,,,,
1,lookahead,24:16,14,20260630,0.999,2.455,,,,
1,lookahead,24:16,14,20260631,0.9985,2.493,,,,
1,lookahead,24:16,14,20260632,0.9985,2.4595,,,,
1,lookahead,24:16,14,20260633,0.9985,2.6455,,,,
1,lookahead,24:16,14,20260634,0.9995,2.573,,,,
1,lookahead,24:16,14,20260635,0.9995,2.447,,,,
1,lookahead,24:16,14,20260636,0.998,2.5325,,,,
1,lookahead,24:16,14,20260637,0.9995,2.507,,,,
1,lookahead,24:16,14,20260638,0.9985,2.5515,,,,
1,lookahead,24:16,14,20260639,0.9985,2.539,,,,
1,lookahead,24:16,14,20260640,0.998,2.5415,,,,
1,lookahead,24:16,14,20260641,0.9975,2.547,,,,
1,lookahead,24:16,14,20260642,0.997,2.494,,,,
1,lookahead,24:16,14,20260643,0.999,2.5435,,,,
1,lookahead,24:16,14,20260644,0.9975,2.581,,,,
1,lookahead,24:16,14,20260645,0.9985,2.5245,,,,
1,lookahead,24:16,14,20260646,0.9995,2.401,,,,
1,lookahead,24:16,14,20260647,0.9975,2.516,,,,
1,lookahead,24:16,14,20260648,0.9995,2.495,,,,
1,lookahead,24:16,16,20260629,0.997,2.559,,,,
1,lookahead,24:16,16,20260630,0.999,2.449,,,,
1,lookahead,24:16,16,20260631,0.9985,2.4665,,,,
1,lookahead,24:16,16,20260632,0.9985,2.4395,,,,
1,lookahead,24:16,16,20260633,0.9985,2.614,,,,
1,lookahead,24:16,16,20260634,0.9995,2.5445,,,,
1,lookahead,24:16,16,20260635,0.9995,2.4325,,,,
1,lookahead,24:16,16,20260636,0.998,2.5215,,,,
1,lookahead,24:16,16,20260637,0.9995,2.4905,,,,
1,lookahead,24:16,16,20260638,0.9985,2.538,,,,
1,lookahead,24:16,16,20260639,0.9985,2.5275,,,,
1,lookahead,24:16,16,20260640,0.998,2.5165,,,,
1,lookahead,24:16,16,20260641,0.9975,2.5335,,,,
1,lookahead,24:16,16,20260642,0.997,2.488,,,,
1,lookahead,24:16,16,20260643,0.999,2.523,,,,
1,lookahead,24:16,16,20260644,0.9975,2.5585,,,,
1,lookahead,24:16,16,20260645,0.9985,2.501,,,,
1,lookahead,24:16,16,20260646,0.9995,2.3885,,,,
1,lookahead,24:16,16,20260647,0.9975,2.4975,,,,
1,lookahead,24:16,16,20260648,0.9995,2.4775,,,,
1,lookahead,24:16,18,20260629,0.9975,2.521,,,,
1,lookahead,24:16,18,20260630,0.999,2.4295,,,,
1,lookahead,24:16,18,20260631,0.9985,2.431,,,,
1,lookahead,24:16,18,20260632,0.9985,2.4155,,,,
1,lookahead,24:16,18,20260633,0.9985,2.5745,,,,
1,lookahead,24:16,18,20260634,0.9995,2.514,,,,
1,lookahead,24:16,18,20260635,0.9995,2.4085,,,,
1,lookahead,24:16,18,20260636,0.998,2.489,,,,
1,lookahead,24:16,18,20260637,0.9995,2.4625,,,,
1,lookahead,24:16,18,20260638,0.9985,2.503,,,,
1,lookahead,24:16,18,20260639,0.9985,2.5055,,,,
1,lookahead,24:16,18,20260640,0.998,2.49,,,,
1,lookahead,24:16,18,20260641,0.9975,2.504,,,,
1,lookahead,24:16,18,20260642,0.997,2.4525,,,,
1,lookahead,24:16,18,20260643,0.999,2.5055,,,,
1,lookahead,24:16,18,20260644,0.9975,2.526,,,,
1,lookahead,24:16,18,20260645,0.9985,2.4775,,,,
1,lookahead,24:16,18,20260646,0.9995,2.3585,,,,
1,lookahead,24:16,18,20260647,0.9975,2.4675,,,,
1,lookahead,24:16,18,20260648,0.9995,2.451,,,,
1,lookahead,24:16,20,20260629,0.9975,2.4645,,,,
1,lookahead,24:16,20,20260630,0.999,2.3615,,,,
1,lookahead,24:16,20,20260631,0.9985,2.3725,,,,
1,lookahead,24:16,20,20260632,0.9985,2.365,,,,
1,lookahead,24:16,20,20260633,0.9985,2.5115,,,,
1,lookahead,24:16,20,20260634,0.9995,2.458,,,,
1,lookahead,24:16,20,20260635,0.9995,2.3475,,,,
1,lookahead,24:16,20,20260636,0.998,2.4285,,,,
1,lookahead,24:16,20,20260637,0.9995,2.4015,,,,
1,lookahead,24:16,20,20260638,0.9985,2.449,,,,
1,lookahead,24:16,20,20260639,0.9985,2.4415,,,,
1,lookahead,24:16,20,20260640,0.998,2.42,,,,
1,lookahead,24:16,20,20260641,0.9975,2.439,,,,
1,lookahead,24:16,20,20260642,0.997,2.395,,,,
1,lookahead,24:16,20,20260643,0.999,2.4405,,,,
1,lookahead,24:16,20,20260644,0.9975,2.46,,,,
1,lookahead,24:16,20,20260645,0.9985,2.413,,,,
1,lookahead,24:16,20,20260646,0.9995,2.295,,,,
1,lookahead,24:16,20,20260647,0.9975,2.405,,,,
1,lookahead,24:16,20,20260648,0.9995,2.393,,,,
1,lookahead,24:16,22,20260629,0.999,2.3785,,,,
1,lookahead,24:16,22,20260630,0.999,2.257,,,,
1,lookahead,24:16,22,20260631,0.9985,2.2745,,,,
1,lookahead,24:16,22,20260632,0.9985,2.28,,,,
1,lookahead,24:16,22,20260633,0.9985,2.41,,,,
1,lookahead,24:16,22,20260634,1.0,2.361,,,,
1,lookahead,24:16,22,20260635,0.9995,2.2655,,,,
1,lookahead,24:16,22,20260636,0.999,2.3365,,,,
1,lookahead,24:16,22,20260637,0.9995,2.3065,,,,
1,lookahead,24:16,22,20260638,0.999,2.3485,,,,
1,lookahead,24:16,22,20260639,0.9985,2.356,,,,
1,lookahead,24:16,22,20260640,0.998,2.332,,,,
1,lookahead,24:16,22,20260641,0.998,2.348,,,,
1,lookahead,24:16,22,20260642,0.997,2.3005,,,,
1,lookahead,24:16,22,20260643,0.999,2.3475,,,,
1,lookahead,24:16,22,20260644,0.9975,2.3645,,,,
1,lookahead,24:16,22,20260645,0.999,2.318,,,,
1,lookahead,24:16,22,20260646,0.9995,2.2015,,,,
1,lookahead,24:16,22,20260647,0.997,2.311,,,,
1,lookahead,24:16,22,20260648,0.9995,2.2905,,,,
1,lookahead,24:16,24,20260629,0.999,2.352,,,,
1,lookahead,24:16,24,20260630,0.999,2.24,,,,
1,lookahead,24:16,24,20260631,0.9985,2.2495,,,,
1,lookahead,24:16,24,20260632,0.9985,2.261,,,,
1,lookahead,24:16,24,20260633,0.9985,2.3845,,,,
1,lookahead,24:16,24,20260634,1.0,2.3435,,,,
1,lookahead,24:16,24,20260635,0.9995,2.243,,,,
1,lookahead,24:16,24,20260636,0.999,2.317,,,,
1,lookahead,24:16,24,20260637,0.9995,2.2865,,,,
1,lookahead,24:16,24,20260638,0.999,2.327,,,,
1,lookahead,24:16,24,20260639,0.9985,2.337,,,,
1,lookahead,24:16,24,20260640,0.998,2.314,,,,
1,lookahead,24:16,24,20260641,0.998,2.332,,,,
1,lookahead,24:16,24,20260642,0.997,2.283,,,,
1,lookahead,24:16,24,20260643,0.999,2.3215,,,,
1,lookahead,24:16,24,20260644,0.9975,2.3445,,,,
1,lookahead,24:16,24,20260645,0.999,2.2945,,,,
1,lookahead,24:16,24,20260646,0.9995,2.186,,,,
1,lookahead,24:16,24,20260647,0.997,2.2925,,,,
1,lookahead,24:16,24,20260648,0.9995,2.2755,,,,
1,lookahead,24:16,26,20260629,0.9945,2.287,,,,
1,lookahead,24:16,26,20260630,0.997,2.164,,,,
1,lookahead,24:16,26,20260631,0.997,2.17,,,,
1,lookahead,24:16,26,20260632,0.996,2.176,,,,
1,lookahead,24:16,26,20260633,0.993,2.359,,,,
1,lookahead,24:16,26,20260634,0.9955,2.2995,,,,
1,lookahead,24:16,26,20260635,0.993,2.1885,,,,
1,lookahead,24:16,26,20260636,0.9945,2.2745,,,,
1,lookahead,24:16,26,20260637,0.9935,2.227,,,,
1,lookahead,24:16,26,20260638,0.996,2.2685,,,,
1,lookahead,24:16,26,20260639,0.9965,2.263,,,,
1,lookahead,24:16,26,20260640,0.9955,2.245,,,,
1,lookahead,24:16,26,20260641,0.9945,2.264,,,,
1,lookahead,24:16,26,20260642,0.994,2.197,,,,
1,lookahead,24:16,26,20260643,0.9935,2.2955,,,,
1,lookahead,24:16,26,20260644,0.9985,2.2685,,,,
1,lookahead,24:16,26,20260645,0.9965,2.242,,,,
1,lookahead,24:16,26,20260646,0.9965,2.1205,,,,
1,lookahead,24:16,26,20260647,0.9925,2.2215,,,,
1,lookahead,24:16,26,20260648,0.993,2.2485,,,,
1,lookahead,24:16,28,20260629,0.9945,2.287,,,,
1,lookahead,24:16,28,20260630,0.997,2.164,,,,
1,lookahead,24:16,28,20260631,0.997,2.17,,,,
1,lookahead,24:16,28,20260632,0.996,2.176,,,,
1,lookahead,24:16,28,20260633,0.993,2.359,,,,
1,lookahead,24:16,28,20260634,0.9955,2.2995,,,,
1,lookahead,24:16,28,20260635,0.993,2.1885,,,,
1,lookahead,24:16,28,20260636,0.9945,2.2745,,,,
1,lookahead,24:16,28,20260637,0.9935,2.227,,,,
1,lookahead,24:16,28,20260638,0.996,2.2685,,,,
1,lookahead,24:16,28,20260639,0.9965,2.263,,,,
1,lookahead,24:16,28,20260640,0.9955,2.245,,,,
1,lookahead,24:16,28,20260641,0.9945,2.264,,,,
1,lookahead,24:16,28,20260642,0.994,2.197,,,,
1,lookahead,24:16,28,20260643,0.9935,2.2955,,,,
1,lookahead,24:16,28,20260644,0.9985,2.2685,,,,
1,lookahead,24:16,28,20260645,0.9965,2.242,,,,
1,lookahead,24:16,28,20260646,0.9965,2.1205,,,,
1,lookahead,24:16,28,20260647,0.9925,2.2215,,,,
1,lookahead,24:16,28,20260648,0.993,2.2485,,,,
1,lookahead,24:16,30,20260629,0.9945,2.287,,,,
1,lookahead,24:16,30,20260630,0.997,2.164,,,,
1,lookahead,24:16,30,20260631,0.997,2.17,,,,
1,lookahead,24:16,30,20260632,0.996,2.176,,,,
1,lookahead,24:16,30,20260633,0.993,2.359,,,,
1,lookahead,24:16,30,20260634,0.9955,2.2995,,,,
1,lookahead,24:16,30,20260635,0.993,2.1885,,,,
1,lookahead,24:16,30,20260636,0.9945,2.2745,,,,
1,lookahead,24:16,30,20260637,0.9935,2.227,,,,
1,lookahead,24:16,30,20260638,0.996,2.2685,,,,
1,lookahead,24:16,30,20260639,0.9965,2.263,,,,
1,lookahead,24:16,30,20260640,0.9955,2.245,,,,
1,lookahead,24:16,30,20260641,0.9945,2.264,,,,
1,lookahead,24:16,30,20260642,0.994,2.197,,,,
1,lookahead,24:16,30,20260643,0.9935,2.2955,,,,
1,lookahead,24:16,30,20260644,0.9985,2.2685,,,,
1,lookahead,24:16,30,20260645,0.9965,2.242,,,,
1,lookahead,24:16,30,20260646,0.9965,2.1205,,,,
1,lookahead,24:16,30,20260647,0.9925,2.2215,,,,
1,lookahead,24:16,30,20260648,0.993,2.2485,,,,
1,lookahead,30:10,12,20260629,0.998,2.78,,,,
1,lookahead,30:10,12,20260630,0.998,2.664,,,,
1,lookahead,30:10,12,20260631,0.9985,2.7315,,,,
1,lookahead,30:10,12,20260632,0.999,2.649,,,,
1,lookahead,30:10,12,20260633,0.998,2.823,,,,
1,lookahead,30:10,12,20260634,0.999,2.8195,,,,
1,lookahead,30:10,12,20260635,0.9995,2.6765,,,,
1,lookahead,30:10,12,20260636,0.998,2.788,,,,
1,lookahead,30:10,12,20260637,0.9985,2.741,,,,
1,lookahead,30:10,12,20260638,0.9985,2.7765,,,,
1,lookahead,30:10,12,20260639,0.9995,2.805,,,,
1,lookahead,30:10,12,20260640,0.9975,2.7735,,,,
1,lookahead,30:10,12,20260641,0.999,2.7645,,,,
1,lookahead,30:10,12,20260642,0.997,2.7285,,,,
1,lookahead,30:10,12,20260643,0.9995,2.781,,,,
1,lookahead,30:10,12,20260644,0.999,2.7805,,,,
1,lookahead,30:10,12,20260645,0.999,2.688,,,,
1,lookahead,30:10,12,20260646,0.999,2.606,,,,
1,lookahead,30:10,12,20260647,0.998,2.691,,,,
1,lookahead,30:10,12,20260648,0.998,2.727,,,,
1,lookahead,30:10,14,20260629,0.998,2.6795,,,,
1,lookahead,30:10,14,20260630,0.9995,2.5685,,,,
1,lookahead,30:10,14,20260631,0.9985,2.621,,,,
1,lookahead,30:10,14,20260632,0.999,2.582,,,,
1,lookahead,30:10,14,20260633,0.998,2.738,,,,
1,lookahead,30:10,14,20260634,0.9995,2.7155,,,,
1,lookahead,30:10,14,20260635,0.9995,2.6005,,,,
1,lookahead,30:10,14,20260636,0.998,2.687,,,,
1,lookahead,30:10,14,20260637,0.999,2.6615,,,,
1,lookahead,30:10,14,20260638,0.999,2.6955,,,,
1,lookahead,30:10,14,20260639,1.0,2.698,,,,
1,lookahead,30:10,14,20260640,0.9975,2.6505,,,,
1,lookahead,30:10,14,20260641,0.999,2.648,,,,
1,lookahead,30:10,14,20260642,0.997,2.643,,,,
1,lookahead,30:10,14,20260643,0.9995,2.677,,,,
1,lookahead,30:10,14,20260644,0.9995,2.695,,,,
1,lookahead,30:10,14,20260645,0.999,2.6085,,,,
1,lookahead,30:10,14,20260646,0.9995,2.5245,,,,
1,lookahead,30:10,14,20260647,0.998,2.612,,,,
1,lookahead,30:10,14,20260648,0.999,2.632,,,,
1,lookahead,30:10,16,20260629,0.998,2.602,,,,
1,lookahead,30:10,16,20260630,0.9995,2.485,,,,
1,lookahead,30:10,16,20260631,0.9985,2.5455,,,,
1,lookahead,30:10,16,20260632,0.999,2.4965,,,,
1,lookahead,30:10,16,20260633,0.998,2.6685,,,,
1,lookahead,30:10,16,20260634,0.9995,2.632,,,,
1,lookahead,30:10,16,20260635,0.9995,2.5315,,,,
1,lookahead,30:10,16,20260636,0.9985,2.5915,,,,
1,lookahead,30:10,16,20260637,0.999,2.5805,,,,
1,lookahead,30:10,16,20260638,0.9995,2.597,,,,
1,lookahead,30:10,16,20260639,1.0,2.6095,,,,
1,lookahead,30:10,16,20260640,0.9975,2.5905,,,,
1,lookahead,30:10,16,20260641,0.999,2.6,,,,
1,lookahead,30:10,16,20260642,0.997,2.559,,,,
1,lookahead,30:10,16,20260643,0.9995,2.609,,,,
1,lookahead,30:10,16,20260644,0.9995,2.609,,,,
1,lookahead,30:10,16,20260645,0.999,2.5495,,,,
1,lookahead,30:10,16,20260646,0.9995,2.4665,,,,
1,lookahead,30:10,16,20260647,0.998,2.55,,,,
1,lookahead,30:10,16,20260648,0.999,2.56,,,,
1,lookahead,30:10,18,20260629,0.9965,2.458,,,,
1,lookahead,30:10,18,20260630,0.9995,2.3345,,,,
1,lookahead,30:10,18,20260631,0.998,2.3615,,,,
1,lookahead,30:10,18,20260632,0.9985,2.3415,,,,
1,lookahead,30:10,18,20260633,0.998,2.5005,,,,
1,lookahead,30:10,18,20260634,0.9995,2.469,,,,
1,lookahead,30:10,18,20260635,0.999,2.357,,,,
1,lookahead,30:10,18,20260636,0.9975,2.4355,,,,
1,lookahead,30:10,18,20260637,0.9985,2.3915,,,,
1,lookahead,30:10,18,20260638,0.9995,2.437,,,,
1,lookahead,30:10,18,20260639,0.999,2.436,,,,
1,lookahead,30:10,18,20260640,0.997,2.4365,,,,
1,lookahead,30:10,18,20260641,0.9985,2.428,,,,
1,lookahead,30:10,18,20260642,0.997,2.384,,,,
1,lookahead,30:10,18,20260643,0.9995,2.4385,,,,
1,lookahead,30:10,18,20260644,0.999,2.445,,,,
1,lookahead,30:10,18,20260645,0.9985,2.3955,,,,
1,lookahead,30:10,18,20260646,0.9995,2.297,,,,
1,lookahead,30:10,18,20260647,0.998,2.3825,,,,
1,lookahead,30:10,18,20260648,0.999,2.409,,,,
1,lookahead,30:10,20,20260629,0.996,2.4485,,,,
1,lookahead,30:10,20,20260630,0.9995,2.3305,,,,
1,lookahead,30:10,20,20260631,0.998,2.3425,,,,
1,lookahead,30:10,20,20260632,0.9985,2.3325,,,,
1,lookahead,30:10,20,20260633,0.9975,2.4895,,,,
1,lookahead,30:10,20,20260634,0.9995,2.4515,,,,
1,lookahead,30:10,20,20260635,0.999,2.345,,,,
1,lookahead,30:10,20,20260636,0.9975,2.4265,,,,
1,lookahead,30:10,20,20260637,0.998,2.3845,,,,
1,lookahead,30:10,20,20260638,0.999,2.4285,,,,
1,lookahead,30:10,20,20260639,0.998,2.4285,,,,
1,lookahead,30:10,20,20260640,0.997,2.4205,,,,
1,lookahead,30:10,20,20260641,0.9975,2.421,,,,
1,lookahead,30:10,20,20260642,0.997,2.37,,,,
1,lookahead,30:10,20,20260643,0.9985,2.4305,,,,
1,lookahead,30:10,20,20260644,0.998,2.4425,,,,
1,lookahead,30:10,20,20260645,0.998,2.391,,,,
1,lookahead,30:10,20,20260646,0.9995,2.2815,,,,
1,lookahead,30:10,20,20260647,0.9965,2.3735,,,,
1,lookahead,30:10,20,20260648,0.999,2.4005,,,,
1,lookahead,30:10,22,20260629,0.996,2.4425,,,,
1,lookahead,30:10,22,20260630,0.9995,2.329,,,,
1,lookahead,30:10,22,20260631,0.998,2.339,,,,
1,lookahead,30:10,22,20260632,0.9985,2.331,,,,
1,lookahead,30:10,22,20260633,0.9975,2.484,,,,
1,lookahead,30:10,22,20260634,0.9995,2.446,,,,
1,lookahead,30:10,22,20260635,0.999,2.34,,,,
1,lookahead,30:10,22,20260636,0.9975,2.4215,,,,
1,lookahead,30:10,22,20260637,0.998,2.3825,,,,
1,lookahead,30:10,22,20260638,0.999,2.4255,,,,
1,lookahead,30:10,22,20260639,0.998,2.428,,,,
1,lookahead,30:10,22,20260640,0.997,2.4185,,,,
1,lookahead,30:10,22,20260641,0.9975,2.4155,,,,
1,lookahead,30:10,22,20260642,0.997,2.3675,,,,
1,lookahead,30:10,22,20260643,0.9985,2.4285,,,,
1,lookahead,30:10,22,20260644,0.998,2.4405,,,,
1,lookahead,30:10,22,20260645,0.998,2.39,,,,
1,lookahead,30:10,22,20260646,0.9995,2.2805,,,,
1,lookahead,30:10,22,20260647,0.9965,2.3715,,,,
1,lookahead,30:10,22,20260648,0.999,2.3975,,,,
1,lookahead,30:10,24,20260629,0.996,2.437,,,,
1,lookahead,30:10,24,20260630,0.9995,2.323,,,,
1,lookahead,30:10,24,20260631,0.998,2.334,,,,
1,lookahead,30:10,24,20260632,0.9985,2.322,,,,
1,lookahead,30:10,24,20260633,0.9975,2.479,,,,
1,lookahead,30:10,24,20260634,0.9995,2.443,,,,
